guid,title,link,journal,pubDate,score,reasons,matched_themes,scored_at,topic
https://www.sciencedirect.com/science/article/pii/S0016703726002590,Incipient aqueous alteration recorded by matrix metal in the most pristine CO chondrite Dominion Range 08006,https://www.sciencedirect.com/science/article/pii/S0016703726002590?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Soil or atmospheric geochemistry study unrelated to groundwater hydrogeochemistry.,soil/atm study,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002565,Chemical fingerprints of five modern brachiopod species and their application to support fossil geochemical studies,https://www.sciencedirect.com/science/article/pii/S0016703726002565?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002486,Stepwise variation of Ni isotopes in MORBs from the East Pacific Rise: a response to magma replenishment and differentiation,https://www.sciencedirect.com/science/article/pii/S0016703726002486?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,"isotope methods,surface water",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726003029,"Isotopic evidence for a long-lived Hadean basaltic–andesitic precursor to the Acasta Gneiss Complex, Canada",https://www.sciencedirect.com/science/article/pii/S0016703726003029?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002966,Erratum to “Metabolic imprints in the hydrogen isotopes of Archaeoglobus fulgidus tetraether lipids” [Geochimica et Cosmochimica Acta 386 (2024) 196–212],https://www.sciencedirect.com/science/article/pii/S0016703726002966?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,isotope methods,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002954,Corrigendum to “pH controlling boron isotope fractionation during chemical weathering of basalt” [Geochim. Cosmochim. Acta 416 (2026) 69–81],https://www.sciencedirect.com/science/article/pii/S0016703726002954?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726003017,Experimental investigation of environmental controls on biological cadmium isotope fractionation during phytoplankton uptake,https://www.sciencedirect.com/science/article/pii/S0016703726003017?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002929,Δ 47 -Δ 48 systematics of speleothem carbonate,https://www.sciencedirect.com/science/article/pii/S0016703726002929?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,isotope methods,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002991,Stable cerium isotopic fractionation during alkaline magma differentiation and the isotopic composition of the upper continental crust,https://www.sciencedirect.com/science/article/pii/S0016703726002991?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002978,Metabolic controls on nickel isotope fractionation during microbial methanogenesis and acetogenesis,https://www.sciencedirect.com/science/article/pii/S0016703726002978?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,isotope methods,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002917,"Progressive change of the water column, pore water and sediment chromium isotope composition at the Rainbow hydrothermal vent field, North Atlantic Ocean",https://www.sciencedirect.com/science/article/pii/S0016703726002917?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,"isotope methods,redox geochemistry,surface water",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002905,A hybrid mantle source for Chang’E-5 basalt: insights from ultra-trace element ratios of olivine,https://www.sciencedirect.com/science/article/pii/S0016703726002905?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002851,Oxygen isotope systematics of petrographically and chemically rare chondrules from the NWA 6991 (CV3) chondrite: Implications for chondrule precursors and radial transport in the protoplanetary disk,https://www.sciencedirect.com/science/article/pii/S0016703726002851?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,isotope methods,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002875,Crystal defects drive gold remobilisation in arsenopyrite,https://www.sciencedirect.com/science/article/pii/S0016703726002875?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002723,Revisiting zircon-melt REE partitioning systematics: new insight into shallow crustal melting on early Earth,https://www.sciencedirect.com/science/article/pii/S0016703726002723?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002796,Impact of metasomatism on halogen distribution in the north american sub-continental lithospheric mantle,https://www.sciencedirect.com/science/article/pii/S0016703726002796?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002589,Heavy tungsten isotopes in sulfidic seep sediments linked to carbonate precipitation,https://www.sciencedirect.com/science/article/pii/S0016703726002589?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,"isotope methods,redox geochemistry,surface water",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002619,Controls on boron isotope ratios in marine bivalve shells: Insights from a controlled experiment across pH and temperature gradients,https://www.sciencedirect.com/science/article/pii/S0016703726002619?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,"isotope methods,surface water",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002577,Catch and release of deep energy sources across orogenic cycles,https://www.sciencedirect.com/science/article/pii/S0016703726002577?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,redox geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002632,Biogeochemical evolution of deep-sea sediments in Iceberg Alley (Scotia Sea) since the Miocene and implications for carbon and iron cycling,https://www.sciencedirect.com/science/article/pii/S0016703726002632?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,surface water,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S001670372600253X,Photosynthesis-induced carbonate precipitation amplifies calcium isotope differences between surface water and groundwater in carbonate-rich watersheds,https://www.sciencedirect.com/science/article/pii/S001670372600253X?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,6,Groundwater isotope hydrogeochemistry — methodologically relevant but focuses on shallow systems.,"isotope methods,shallow/general groundwater",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002541,"Spatiotemporal monitoring of serpentinization in peridotite: mineral replacement, volume change and hydrogen production",https://www.sciencedirect.com/science/article/pii/S0016703726002541?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002735,Substrate source and mineral protection synergistically govern the temperature response of lake sediment organic carbon,https://www.sciencedirect.com/science/article/pii/S0016703726002735?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,surface water,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002528,Laboratory-grown crust in planktic foraminifera Neogloboquadrina pachyderma ; insights into resolving inaccuracies in polar palaeotemperature estimates,https://www.sciencedirect.com/science/article/pii/S0016703726002528?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,surface water,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002516,Hafnium and silicon isotope evidence for multiple unsilicified basaltic sources at the origin of Rhyacian TTG magmas in the Mineiro Belt (Brazil),https://www.sciencedirect.com/science/article/pii/S0016703726002516?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,8,"Geothermal hydrogeochemistry with isotope methods, closely matching secondary research interests.","isotope methods,geothermal hydrogeochem,surface water",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002607,Stagnant groundwater in a large subterranean estuary revealed by 226 Ra/ 230 Th disequilibria,https://www.sciencedirect.com/science/article/pii/S0016703726002607?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,4,"Mixed surface/groundwater study with general geochemical content, minimal isotope or redox focus.","shallow/general groundwater,surface water",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002553,Controls on Mg isotopic fractionation between deep mantle phases and relict signatures of a terrestrial magma ocean,https://www.sciencedirect.com/science/article/pii/S0016703726002553?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,"isotope methods,surface water",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002449,Towards understanding archaeal lipid biomarker (GDGT) distributions in central Arctic Ocean sediments,https://www.sciencedirect.com/science/article/pii/S0016703726002449?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,surface water,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002504,Molybdenum isotopic compositions in volcanic rocks from Northeast Japan,https://www.sciencedirect.com/science/article/pii/S0016703726002504?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,isotope methods,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002474,Timescales of CM carbonaceous chondrite aqueous alteration determined by kinetic modelling,https://www.sciencedirect.com/science/article/pii/S0016703726002474?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,redox geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002462,Methane cycling and its roles in arsenic mobility in groundwater of floodplain aquifers,https://www.sciencedirect.com/science/article/pii/S0016703726002462?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,7,Shallow groundwater isotope and redox geochemistry study with methodological relevance to core research.,"isotope methods,redox geochemistry,shallow/general groundwater",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002498,Sector-zoned zircon: differential trace element incorporation and implications for petrogenetic indices,https://www.sciencedirect.com/science/article/pii/S0016703726002498?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0016703726002450,"Reversible anaerobic oxidation of methane, carbon assimilation, and mineral authigenesis in pockmark sediments over the past 40 kyr: Insights from C–S–O isotopes and diagenetic modelling",https://www.sciencedirect.com/science/article/pii/S0016703726002450?dgcid=rss_sd_all,Geochimica et Cosmochimica Acta,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,isotope methods,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013890,"Photodegradation behavior, toxicity assessment, and machine learning model of liquid crystal monomers on soil minerals and soils",https://www.sciencedirect.com/science/article/pii/S0304389426013890?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013336,Coupling generative and predictive machine learning algorithms to enhance haloacetonitriles prediction in small water systems,https://www.sciencedirect.com/science/article/pii/S0304389426013336?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426010356,"Critical review of the influence of charge-assisted hydrogen bonding on fate, transport, and treatment of representative contaminants of emerging concern and natural organic matter",https://www.sciencedirect.com/science/article/pii/S0304389426010356?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426014147,Decoding molecular switches mediating uranium speciation transition in iron-based mineral dynamic phase evolution,https://www.sciencedirect.com/science/article/pii/S0304389426014147?dgcid=rss_sd_all,Journal of Hazardous Materials,,6,Radionuclide aqueous geochemistry with some relevance to disposal site geochemical modeling.,radionuclide geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013956,Genomic expansion of efflux pumps is associated with metal-antibiotic super-resistance in bacteria from mining environments,https://www.sciencedirect.com/science/article/pii/S0304389426013956?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426014032,Gas-particle partitioning of typical nonpolar intermediate volatility and semi-volatile hydrocarbons in central China: Implications for source apportionment and health risks,https://www.sciencedirect.com/science/article/pii/S0304389426014032?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426014214,Multimodal detection of microplastics in human kidney stones and multi-omics exploration of renal cell metaflammation,https://www.sciencedirect.com/science/article/pii/S0304389426014214?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013348,Synergistic foliar titanium and soil organic fertilizer drive terpenoid-mediated microbiome assembly to restrict Cd/Pb uptake in Panax notoginseng,https://www.sciencedirect.com/science/article/pii/S0304389426013348?dgcid=rss_sd_all,Journal of Hazardous Materials,,2,Soil or atmospheric geochemistry study unrelated to groundwater hydrogeochemistry.,soil/atm study,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013488,Co-composting of biodegradable plastic with food waste digestate: Influence of co-composting strategy on plastic fate and nitrogen transformation,https://www.sciencedirect.com/science/article/pii/S0304389426013488?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013518,Stage-dependent counteracting effects of biochar on arsenic mobilization and immobilization in paddy soil,https://www.sciencedirect.com/science/article/pii/S0304389426013518?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426014202,Polyphenolic polymers for uranium decorporation with radiation protection effect,https://www.sciencedirect.com/science/article/pii/S0304389426014202?dgcid=rss_sd_all,Journal of Hazardous Materials,,6,Radionuclide aqueous geochemistry with some relevance to disposal site geochemical modeling.,radionuclide geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426014007,LLM-assisted meta-analysis reveals a global shift toward non-radical dominance in peroxymonosulfate-based advanced oxidation,https://www.sciencedirect.com/science/article/pii/S0304389426014007?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013749,Photochemical C–N coupling via adsorption modulation: Selective synthesis of glycine from waste plastic/biomass-derived polyols and nitrate,https://www.sciencedirect.com/science/article/pii/S0304389426013749?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,redox geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013725,Persistent soil resistome expansion following bacterial inoculation despite successful antibiotic bioremediation,https://www.sciencedirect.com/science/article/pii/S0304389426013725?dgcid=rss_sd_all,Journal of Hazardous Materials,,2,Soil or atmospheric geochemistry study unrelated to groundwater hydrogeochemistry.,soil/atm study,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013397,Efficient capture of Cs + ions by two supertetrahedral cluster-based microporous metal chalcogenides in neutral and alkaline environments,https://www.sciencedirect.com/science/article/pii/S0304389426013397?dgcid=rss_sd_all,Journal of Hazardous Materials,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,surface water,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013191,Effects of coprecipitated Al and Si on the phase transformation of ferrihydrite and Sb(V) immobilization: Interactions and reaction mechanisms,https://www.sciencedirect.com/science/article/pii/S0304389426013191?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013919,FRET-PET regulated semiconducting polymer dots for ultrasensitive and portable ratiometric detection of benzoyl peroxide,https://www.sciencedirect.com/science/article/pii/S0304389426013919?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013531,Phase behavior of Tween 80/SDBS mixed microemulsions and mechanistic insights into enhanced oil separation from aged oily sludge,https://www.sciencedirect.com/science/article/pii/S0304389426013531?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013324,Low-dose PFOS exposure exacerbates rheumatoid arthritis via SIRT2–PAD4–mediated macrophage pyroptosis,https://www.sciencedirect.com/science/article/pii/S0304389426013324?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013920,Boosting U(VI) extraction and existing organic degradation as well as electricity production from wastewater and seawater by a solar-driven multifunctional photocatalytic fuel cell decorated with ZnS/CF cathode,https://www.sciencedirect.com/science/article/pii/S0304389426013920?dgcid=rss_sd_all,Journal of Hazardous Materials,,2,Surface water or marine geochemistry study with no groundwater or isotope hydrogeology relevance.,surface water,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013841,Multi-metal contamination is associated with microbial network simplification and functional adaptation in paddy soils: Insights from genome-resolved metagenomics,https://www.sciencedirect.com/science/article/pii/S0304389426013841?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426014044,Three-dimensional distribution of roadside airborne/tire-wear particles and implications for pedestrian exposure,https://www.sciencedirect.com/science/article/pii/S0304389426014044?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013944,ClO₂-induced VBNC state in Enterococcus faecalis poses a health risk in drinking water systems,https://www.sciencedirect.com/science/article/pii/S0304389426013944?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013609,Integrating horizontal-vertical heterogeneity and environmental factors to unravel heavy metal distributions and phytoaccumulation in a soil-maize system,https://www.sciencedirect.com/science/article/pii/S0304389426013609?dgcid=rss_sd_all,Journal of Hazardous Materials,,2,Soil or atmospheric geochemistry study unrelated to groundwater hydrogeochemistry.,soil/atm study,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426012434,Advancing safe and value-added Hydrilla verticillata silage: multi-omics deciphering of Lactiplantibacillus plantarum mediated pesticide detoxification and antibiotic resistance genes attenuation based on AI-autonomous learning,https://www.sciencedirect.com/science/article/pii/S0304389426012434?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S030438942601383X,"Developmental and systemic toxicity of the triazole fungicide tetraconazole in zebrafish: Integrated evidence from ER stress, apoptosis, and metabolomic disruption",https://www.sciencedirect.com/science/article/pii/S030438942601383X?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S030438942601349X,The altitude-toxicity paradox: Biodiesel blends reduce particulate mass but elevate calculated PAH Toxic equivalency under simulated highland conditions,https://www.sciencedirect.com/science/article/pii/S030438942601349X?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013671,Nanobubbles alleviate iron-mediated cell death in algae-bacteria symbiotic systems under sulfamethoxazole stress: Insights into electron transfer and ferrikinetics,https://www.sciencedirect.com/science/article/pii/S0304389426013671?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013816,Is BPA only the tip of the iceberg? Occurrence and risk assessment of 32 bisphenol analogues in landfill leachate,https://www.sciencedirect.com/science/article/pii/S0304389426013816?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013981,Mobile phone cases as hotspots for perfluoroalkyl substances and pathogenic bacteria: An analysis based on user habits,https://www.sciencedirect.com/science/article/pii/S0304389426013981?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013786,Environmental cadmium drives placental senescence and fetal growth restriction via activating CLPP-dependent mitochondrial stress,https://www.sciencedirect.com/science/article/pii/S0304389426013786?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013312,Contamination characteristics and airflow regulated transport of microbial aerosols in a hospital respiratory ward,https://www.sciencedirect.com/science/article/pii/S0304389426013312?dgcid=rss_sd_all,Journal of Hazardous Materials,,2,Soil or atmospheric geochemistry study unrelated to groundwater hydrogeochemistry.,soil/atm study,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013476,Decoupling the role of pad materials in brake wear particulate emissions using the UN GTR-24 test method toward non-exhaust PM management,https://www.sciencedirect.com/science/article/pii/S0304389426013476?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013415,Biodegradable nanoplastics pose a greater risk: Polylactic acid exceeds polystyrene in phytotoxicity and bioaccumulation in lettuce,https://www.sciencedirect.com/science/article/pii/S0304389426013415?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013506,Freezing enhanced transformation of sulfamethoxazole by MnO 2,https://www.sciencedirect.com/science/article/pii/S0304389426013506?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,redox geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013270,Convergent shifts in microbial communities: Petroleum hydrocarbon contamination suppresses matrix heterogeneity,https://www.sciencedirect.com/science/article/pii/S0304389426013270?dgcid=rss_sd_all,Journal of Hazardous Materials,,6,Groundwater isotope hydrogeochemistry — methodologically relevant but focuses on shallow systems.,"isotope methods,shallow/general groundwater,ML+hydrogeochem",2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013300,Simultaneous real-time estimation of airborne bacterial and fungal concentrations for indoor bioaerosol exposure surveillance via adenosine triphosphate (ATP) bioluminescence,https://www.sciencedirect.com/science/article/pii/S0304389426013300?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
https://www.sciencedirect.com/science/article/pii/S0304389426013567,Facile low-temperature synthesis of a bacillus subtilis-inspired ionic liquid demulsifier with multiple hydrophilic heads,https://www.sciencedirect.com/science/article/pii/S0304389426013567?dgcid=rss_sd_all,Journal of Hazardous Materials,,3,General geochemistry study with limited relevance to hydrogeochemical or isotope research profile.,general geochemistry,2026-05-21T04:14:57.706068+00:00,
